job_link,job_skills
https://www.linkedin.com/jobs/view/attorney-at-jobot-3806135876,"Florida Bar License, First Party experience, Monday to Friday, Written communication skills"
https://www.linkedin.com/jobs/view/senior-ultrasound-technologist-westwood-santa-monica-at-ucla-health-3687361904,"Patient assessment, Diagnostic ultrasound systems, Diagnostic images, Medical records, Cognitive sonographic skills, Anatomy, Pathology, CAAHAP accredited school, RDMS certification, Abdomen, OBGYN, Vascular"
https://www.linkedin.com/jobs/view/tax-litigation-attorney-at-jobot-3806131903,"Tax Litigation, Tax Court Experience, Civil Tax Controversies, Public Sector Background, Trial Lawyer, Federal Courts, State Courts, Refund Litigation, Government Agency Experience, IRS Chief of Counsel, U.S. Attorney’s Office, DOJ Tax Division, Business Development, Portable Book of Business, Case Management, Client Interactions, Litigation Efforts, Project Management, Deadlines, Attention to Detail, Documentation, Research, ClientCentric Approach, Customer Service, Exceptional Service"
https://www.linkedin.com/jobs/view/deli-general-manager-at-pilot-flying-j-3799598622,"Management, Customer Service, P&L Analysis, Inventory Management, Team Leadership, Team Development, Sales, Flexible Schedule, Restaurant Management, Deli Management, Foodservice Management, High Volume Retail Management"
https://www.linkedin.com/jobs/view/mechanical-estimator-at-actalent-3805755977,"HVAC, Plumbing, Piping, Project estimation, Digital projectestimation platforms, QuickPen, Microsoft Office, Outlook, Word, Excel, Diversity, Equity, Inclusion, Culture of care, Engagement, Recognition"
https://www.linkedin.com/jobs/view/medical-technologist-i-at-st-luke-s-hospital-3806861220,"Laboratory Procedures, Laboratory Techniques, Medical Lab Technician Certification, Laboratory Instrumentation, Good Laboratory Practice, Error Recognition and Correction, Problem Solving, Accuracy, Attention to Detail, Multitasking, Teamwork, Safety Compliance, Clinical Lab Science Degree, Medical Lab Technician Certification"
https://www.linkedin.com/jobs/view/receptionist-at-williams-lea-3806390264,"Receptionist, Customer service, Communication, Problem solving, Office services, MS Office, Outlook, Multiline phone system, Expense reimbursements, Catering, Legal, Banking, Large corporate"
https://www.linkedin.com/jobs/view/hvac-surveyor-at-pm2cm-inc-3661391374,"Building construction knowledge, Building systems identification, Condition assessment, Service life estimation, RSL Values determination, Quantity surveying, Measurement taking, Boilerplate information gathering, Ad hoc surveys, Staff supervision, Staff training, Engineering, Architecture, Construction management, Onsite construction experience, Campus administration experience, Faculty and staff experience"
https://www.linkedin.com/jobs/view/seo-manager-at-alludo-3804934105,"SEO, Google Analytics, Google Search Console, Google Looker Studio, Google Tag Manager, Semrush, Screaming Frog, Drupal, WordPress, HTML/CSS, Content Strategy, Technical SEO Audits, DataDriven Optimizations, Content Gap Analysis, Keyword Analysis, Content Mapping, Competitor Research, SEO Content Briefs, Link Building, SEO Experiments, SEO Reporting, KPI Analysis, Marketing Funnel Optimization, ProductSide Marketing, Project Management, Collaboration, Communication"
https://www.linkedin.com/jobs/view/assistant-store-manager-at-yesway-3697720920,"Management, Scheduling, Customer Service, Compliance, Auditing, Merchandising, Hospitality, Retail operations, Profit monitoring, High School Diploma or GED, Certification testing, Supervisory experience, Fast food experience, Restaurant experience, Retail experience, Convenience store experience"
https://www.linkedin.com/jobs/view/class-action-attorney-at-jobot-3806138132,"Class Action Litigation, Legal Research, Legal Writing, Negotiation, Advocacy, Case Management, Trial Preparation, Client Communication, Attention to Detail, Legal Technology, Litigation Software, Juris Doctor (JD) degree, State Bar Admission, 3+ Years Experience as Class Action Attorney, Strong Litigation Experience, Excellent Communication Skills, Analytical and ProblemSolving Skills, Organizational Skills, Ability to Work Under Pressure, Commitment to Ethical Standards"
https://www.linkedin.com/jobs/view/network-engineer-at-epic-3498583361,"Network Engineering, Network deployment, Network management, Network security, Network troubleshoot, Routing protocols (OSPF BGP), CCNA certification, Strong communication skills, Problemsolving skills, Teamwork, Ability to work independently, Selfmotivation, Confidentiality, Security compliance"
https://www.linkedin.com/jobs/view/fitness-trainer-at-planet-fitness-3807901526,"Fitness Training, Planet Fitness PE@PF program, Customer Service, CPR/AED Certification, Nationally Certified Training Certificate, High School diploma/GED, Physical Demands, Continual standing and walking, Continual talking, Lifting up to 50 lbs, Encountering toxic chemicals"
https://www.linkedin.com/jobs/view/senior-consultant-operational-transfer-pricing-at-ryan-3705626397,"Transfer Pricing Tax Technology, Data Extraction, Data Analysis, Requirements Documentation, Process Design, Configuration, Testing, Implementation, ERP, Excel, SQL Server, Project, Internet Navigation, Research, SAP, Oracle JD Edwards Peoplesoft, Oracle, DB2, MS SQL Server, ObjectOriented Analysis, Design, Relational Database, Software Development Life Cycle, Audit, Finance, Tax, Driver's License, Communication Skills, Teamwork, ProblemSolving Skills, Attention to Detail, Ability to work independently, Ability to work in a team environment"
https://uk.linkedin.com/jobs/view/cost-manager-at-turner-townsend-3791299012,"Contract Management, Cost Monitoring and Reporting, Project Delivery Management, Programme Performance, Cost Control, Value Engineering, Contract Change Management, NEC3, SOX Control, Project Objectives and Policies, Budgeting, Forecasting, Governance, Best Practice"
https://www.linkedin.com/jobs/view/shift-supervisor-at-corner-bakery-3786147810,"Communication, Customer Service, Food Service, Inventory Management, Cash Handling, Reporting, Microsoft Office Suite, Physical Stamina, Written Communication, Verbal Communication, Multitasking, Prioritization, Teamwork, Leadership, Motivation, Work Ethic, High School Diploma, College Degree, Restaurant Supervision, Restaurant Management, FullService Restaurant Experience, Fast Casual Restaurant Experience, Basic Computer Skills"
https://www.linkedin.com/jobs/view/secretary-for-guidance-counselor-at-jobs-for-humanity-3806386017,Microsoft Office Suite
https://www.linkedin.com/jobs/view/marketing-manager-at-charlie-s-chalk-dust-3797535571,"Marketing, Sales, Market Share, Brand Awareness, Ecigarette, Product Management, Marketing Management, Brand Management, Netsuite, Written Communication, Oral Communication, Social Media, Project Management, Multitasking, Decision Making, Deadlines, Metricsdriven Marketing, Collaboration, Creativity, Online Marketing, Microsoft Office Suite, Thoroughness, Attention to Detail, Communication, Collaboration, Leadership, Resultsdriven, Workstreams, Deadlines"
https://au.linkedin.com/jobs/view/rehabilitation-consultant-better-the-lives-of-others-at-gorilla-jobs-3797090277,"Occupational Therapy, Physiotherapy, Exercise Physiology, Nursing, Psychology, Social Work, AHPRA Registration, ESSA, Return to Work, Case Management, Rehabilitation Services, Functional Assessments, Stakeholder Coordination, Personnel Development, CPD Assistance, Medicare, Work from Home, Flexible Hours"
https://www.linkedin.com/jobs/view/production-technician-at-cargill-3807749596,"Operating equipment, Manufacturing products, Safety policies and procedures, Forklifts, Loaders, Mixers, Batching, Mills, Grinders, Packing, Weighing, Palletizers, Computer systems, Data input and recording, Teamwork, Continuous improvement, English communication, Physical job duties, Varied indoor and outdoor conditions, Personal protective equipment (PPE), Work in elevated areas, High school diploma/GED, Productionrelated work experience"
https://www.linkedin.com/jobs/view/team-lead-at-vera-bradley-3789527334,"Customer service, Sales, Team management, Visual merchandising, Retail operations, Loss prevention, Communication, Time management, Flexibity, Ability to work under pressure, Ability to lift heavy objects, Retail POS system, Leadership, Problemsolving, Detail orientation, Adaptability, Multitasking, Problemsolving, Relationship building, Conflict resolution, High school diploma or equivalent, Previous retail experience, Previous management experience, Previous specialty retail experience"
https://www.linkedin.com/jobs/view/process-technician-at-cargill-3807747792,"Productionrelated work experience, Mixer operation, Batching, Mill operation, Grinder operation, Packing, Weighing, Palletizer operation, Tank level supervision, Computer data input, Manufacturing, Continuous improvement, Teambuilding, Forklift operation, Loader operation, Safety procedures, Clean work environment, Physical job duties, 50lbs lifting, Indoor/outdoor work, Heat and cold resistance, Dust and noise tolerance, PPE usage, Elevated work, English communication, Overtime availability, High school diploma/GED, Production work experience"
https://www.linkedin.com/jobs/view/tax-filer-2%2Byrs-paid-tax-experience-required-at-jobs-for-humanity-3805656526,"Tax preparation, Tax laws, Customer service, QuickBooks, TurboTax, ProConnect, Lacerte, Drake, ATX, Office 365, Google Suite, TaxSlayer, CCH Axcess, Microsoft Windows, macOS, Enterprise Architect, Audit Command Language"
https://www.linkedin.com/jobs/view/music-teacher-at-emonics-llc-3803071084,"K12, General Music, Music, Ability to lift, Ability to sit, Ability to work in hightraffic, Ability to work flexible hours"
https://www.linkedin.com/jobs/view/manager-devops-remote-at-kpmg-us-3772940476,"DevOps Engineering, GitHub Actions Pipelines, GitHub Advanced Security, Dependabot, Fortify, Mend, RedHat OpenShift, Kubernetes, Container, DevOps Initiatives and Tooling, SDLC, DevOps Practices, Scripting Languages for Automation, Agile Project Management, Linux, Windows Server OS, Problem Solving, Troubleshooting Infrastructure, ServiceNow, JIRA, Technical Documentation, Collaboration Skills, Team Leadership"
https://www.linkedin.com/jobs/view/sales-consultant-at-carmax-3655235028,"Sales, Customer service, Listening skills, Customer focus, Selfmotivation, Retail, CarMax inventory"
https://www.linkedin.com/jobs/view/team-lead-at-sysco-3736092320,"Leadership, HACCP, Food safety, Problem solving, Communication, English, Spanish (preferred), Physical strength, Decisionmaking, Team management, Work prioritization, Safety procedures"
https://ca.linkedin.com/jobs/view/office-clerk-at-ey-3807916278,"Administrative skills, Organizational skills, Communication skills, Teamwork skills, Time management skills, Attention to detail, Analytical skills, Logical thinking skills, Facility maintenance, Meeting preparation, Mail/Courier, Scanning/photocopying/binding, Equipment management, Supply provisioning, Inventory control, Light housekeeping, Reception relief, Team Collaboration, Overtime, Client service skills, Oral communication skills, Active listening skills, Facilities experience, Meeting and event coordination experience, Professional services firm experience, Postsecondary education, Support and coaching, Learning opportunities, Flexibility, Diversity and Inclusion, Reconciliation, Data and technology, Assurance, Consulting, Law, Strategy, Tax, Transactions"
https://www.linkedin.com/jobs/view/adjunct-faculty-asl-at-kctcs-3645936276,"ASL, Signing Naturally, Blackboard, Moodle, ACTFL, CCIE, ASLTA"
https://www.linkedin.com/jobs/view/inpatient-rn-at-fresenius-medical-care-north-america-at-health-ecareers-3795538519,"RN license, Nephrology nursing, Apheresis nursing, Direct patient care, Patient assessment, Treatment plan adjustment, Communication with healthcare team, Documentation, Equipment operation, Safety tests and calibration, QAI participation, Staff training and orientation, Incident reporting, Compliance with policies and regulations, Physical demands, Exposure to infectious materials, Heavy lifting, Supervision, State licensure, Nephrology knowledge, Certification in Nephrology Nursing or Apheresis Nursing, 1 year RN experience, 6 months Nephrology experience, 6 months Apheresis experience, Assessment skills"
https://uk.linkedin.com/jobs/view/technical-sales-manager-at-jackson-hogg-3802456367,"Technical Sales, Mechanical Engineering, Project Management, Customer Relationship Management, Communication, Problem Solving, PU Materials, Engineering Degree, Business Acumen, Record Keeping"
https://uk.linkedin.com/jobs/view/technical-engineering-manager-at-challenger-handling-ltd-3807291520,"Engineering Management, Solidworks, Project Management, Communication, Interpersonal Skills, Analytical Skills, Problemsolving, Decisionmaking, Bachelor's in Engineering, Manufacturing Industry Experience, ISO 9001 Quality Requirements"
https://www.linkedin.com/jobs/view/san-antonio-ancc-family-nurse-practitioner-certification-fnp-tutor-at-varsity-tutors-a-nerdy-company-3796518520,"ANCC  Family Nurse Practitioner Certification (FNP), Online tutoring, 1on1 tutoring, Small Group Classes, Large Live Classes, Instant Tutoring, Communication skills, Approachable personality, Subjectmatter expertise, Personalization, Adaptive assessments, Live Learning Platform, Remote work, Flexible hours, Competitive rates"
https://www.linkedin.com/jobs/view/implementation-engineer-at-latitude-inc-3787726817,"Project Management, Network Implementation, Hardware Deployment, Software Solutions, Troubleshooting, Data Analysis, End User Training, Windows Environment, TCP/IP Network Security, Routing, Network Topologies, Windows Software Installation, Networking, Operating System Components, CompTIA Security+, InfoComm CTS, Top Secret, TS/SCI, Travel, Tools, Lifting"
https://www.linkedin.com/jobs/view/sales-consultant-at-carmax-3776017891,"Sales, Customer service, Communication, Interpersonal skills, Problemsolving, Documentation, Sales mentorship, Inventory management, Microsoft Office"
https://www.linkedin.com/jobs/view/python-automation-tester-at-wise-skulls-3793679643,"Python, wxPython, C#, Java, C++, Perl, Linux, Agile, Kanban, Automation testing tools, Software verification, Test plans, Test cases, Scripting, Documentation, Medical device Design view, Software development, Software engineering practices, Version management, Quality system Requirements"
https://www.linkedin.com/jobs/view/systems-integration-test-engineer-sr-staff-infrared-testing-at-lockheed-martin-3759642298,"Electronic Design, Test Equipment, Infrared Focal Plane Arrays, Troubleshooting, Test Plans, Systems Integration, Systems Engineering, Test Engineering, Computer Frame Grabbers, Electronics Integration, Electronics Testing, Lab Testing"
https://www.linkedin.com/jobs/view/etl-tester-at-wipro-3806348670,"Data Analysis, Data Validation, Data Warehouse Testing, Back End Testing, Hadoop Big Data, Oracle Exadata, Informatica, SQL Queries, PL/SQL, Business Objects, BI Publisher, UNIX"
https://www.linkedin.com/jobs/view/network-support-engineer-oniste-role-only-at-sky-consulting-inc-3743499483,"Desktop Support, Network Technician, Microsoft Windows Server, Microsoft Windows Desktop, Cisco Meraki Wireless, Cisco Networking, Web Content Filtering, IT Management Solutions, Kaseya IT Management system, Lightspeed Solutions Suite, Windows Server 2008, Windows Server 2022, Strong attention to detail, Problemsolving skills, Effective communication skills, Ability to manage multiple tasks concurrently, Commitment to work"
https://www.linkedin.com/jobs/view/network-engineer-at-idr-inc-3745465569,"Network Engineering, ACLs, VLANs, WAN, LAN, MPLS, Internet connections, Network monitoring, Network patching, Network troubleshooting, Connectivity issues, Vendor and partner collaboration, Cisco, Solarwinds, DIR, Customer service, Helpdesk support, Communication, Ticketing system, Experience Maintaining ACLs VLANs WAN LAN MPLS and Internet connections, Experience implementing network monitoring patching and performance procedures, Experience communicating and collaborating with vendors and partners"
https://www.linkedin.com/jobs/view/test-automation-engineer-electrical-electronics-domain-at-l-t-technology-services-3802428448,"Python, Electrical/Electronics, Robot Framework, Pytest, Unit Testing, Modbus TCP/RTU, Industrial Automation, Jira, Xray, HMI, PLC, Communication Protocols, CANopen, Digital I/O, Electrical Circuits, UML Diagrams, Modern UI, Touch Screen, Lab Proficiency, Safety Protocols, Test Case Writing, Test Automation, OOP Concepts, Onsite Work, Troubleshooting, Debugging, Data Analysis, Communication Skills, Ambition, Drive to Learn"
https://www.linkedin.com/jobs/view/continuing-education-instructor-at-trulyhired-3802052619,"Bachelor's degree, K12 education, Professional development, Continuing education, Instructional practices, Researchbased teaching, Presentation skills, Collaboration, Feedback, Remote work, Selfmotivation, Leadership, Passion for education, Passion for training educators, Passion for innovative practices, Principal, Teacher, Trainer, Consultant, Professor"
https://www.linkedin.com/jobs/view/senior-devops-network-engineer-m-f-d-at-utimaco-3805400072,"Juniper, Microsoft Azure, VPN, Ansible, Terraform, DNS, ReverseProxies, Network Protocols, Firewall Management, Monitoring, Logging, Cloud Computing, InfrastructureAsCode, Automation, Presentation skills, Communication skills, Teamwork, Networking Skills, BGP, RIP, OSPF, NMAP, Wireshark, Traefik, HAProxy, Sensu, Grafana Loki, OpsGenie"
https://ca.linkedin.com/jobs/view/senior-penetration-tester-at-charter-3805629014,"Penetration Testing, Security Testing, Cloud Security, Cloudbased Application Architecture, Agile, ISO Code of Practice for Information Security Controls, Network Security, Application Security, Static Application Security Testing (SAST), Dynamic Application Security Testing (DAST), Automated Tools, Common Attack Vectors, White Box Testing, Black Box Testing, Regulatory Compliance Standards, ISO 27002:2013, Report Writing, Communication (Written and Verbal), English, Authorization to work in Canada"
https://www.linkedin.com/jobs/view/automated-test-engineer-lead-with-security-clearance-at-clearancejobs-3753483705,"Test automation, Automated testing, Testing scripts, Software configuration management, System architecture, Documentation, Test and inspection requirements, Multimedia documentation, System documentation, Test program style guide, LabVIEW, Transmitters, Receivers, Power supplies, Audio/video recorders, Agilent, Keysight, HP, Tektronix, National Instruments, Electronics, Electrical engineering principals, Voltage, Current, RF, Python, Java, C++, Graphical programming languages"
https://www.linkedin.com/jobs/view/full-time-fulfillment-team-lead-day-at-lowe-s-companies-inc-3802550322,"Customer service, Retail technology, Smart phones, Tablets, Retail sales, Supervisory experience, Coaching, Team leadership, Order fulfillment, Merchandise picking, Delivery management, Inventory management, Problemsolving, Communication, Teamwork, Ability to lift heavy objects, Physical stamina, Attention to detail, Time management, Ability to work independently and as part of a team, Ability to meet deadlines, Ability to work in a fastpaced environment"
https://uk.linkedin.com/jobs/view/pe-teacher-job-temp-at-hays-3806342710,"Physical Education, UK PE curriculum, Teaching experience, QTS (Qualified Teacher Status), Enhanced DBS certificate, Creativity, Inclusivity, Resilience, Behavior management, Sports, Active lifestyle, Healthy lifestyle, Motivation, Supportive learning environment, Career development, Paid salary"
https://www.linkedin.com/jobs/view/lead-software-engineering-cloud-architect-ts-sci-springfield-va-at-l3harris-technologies-3798393411,"Cloud architecture, AWS administration & configuration, Networking, Firewalls, Security groups, Security and compliance, Application layer, Amazon Web Services (AWS), Containers, Git, File/Package repository familiarity, Postgres databases, sshd / OpenSSH server process, PKI, Ansible, Bash scripting, Atlassian Tools, Linux, NFS, Autofs, Systemd, VNC, VS Code, Top Secret or TS/SCI, Bachelor’s degree, Graduate Degree, Experience with Code and plugins, Experience with Docker, Experience with Kubernetes"
https://www.linkedin.com/jobs/view/outside-sales-consultant-ie-at-system-pavers-3790264026,"Sales experience, Office programs, Basic technology, Driver's license, Construction experience, Customer service experience, Home improvement experience, Communication skills, Problem solving skills, Creativity, Selfmotivation, Perseverance, Teamwork, Professionalism, Attention to detail, Ability to meet deadlines, Ability to work independently"
https://www.linkedin.com/jobs/view/home-sales-consultant-at-cavco-industries-inc-3618950727,"Sales, Commission, Work evenings, Work weekends, Work holidays, Drug test, Background check"
https://www.linkedin.com/jobs/view/pi-attorney-at-jobot-3805382563,"Attorney, Law, Litigation, Legal representation, Case management, Client consultation, Legal analysis, Trial preparation, Juris Doctor degree, Bar admission, Civil procedure, Legal research, Legal expertise, Communication skills, Analytical thinking, Time management, Strong background in litigation"
https://www.linkedin.com/jobs/view/attorney-at-jobot-3806132645,"Legal research, Legal analysis, Writing, Negotiation, Advocacy, Relationship management, Litigation, Corporate transactions, Employment law, Regulatory compliance, Risk management, Legal strategies, Collaboration, Legal representation, Training, Juris Doctor (JD) degree, State bar admission, Legal experience, Legal research tools, Legal software, Ethics, Teamwork, Time management, Legal industry trends, Communication skills, Interpersonal skills"
https://www.linkedin.com/jobs/view/performance-marketing-manager-b2b-paid-social-at-uber-3770804761,"Paid Social Media Marketing, Campaign Management, Campaign Optimization, B2B Marketing, User Acquisition, Reengagement, Webbased Media Buying, Tracking, Attribution, Datadriven Marketing, Lifecycle Marketing, Customer Marketing, Retention, Testing Frameworks, Marketing Technologies, Analytics Technologies, Ownership Attitude, CrossFunctional Collaboration, Measurement, Testing, Health Checks"
https://www.linkedin.com/jobs/view/solar-sales-consultant-at-fuerza-ai-3789595761,"Solar sales skills, Commissionbased experience, Proven success in solar sales, Internetbased presentations, Administrative support, Webbased system, Proposals creation, Working with installers and project managers, Computer, Highspeed internet, Lead generation, Customer relationship management, Marketing and public relations, Networking and business development, Closing sales"
https://www.linkedin.com/jobs/view/staff-software-engineer-at-morgan-morgan-p-a-3662369352,"Software Development, Salesforce, Programming Languages: JavaScript Python Java C# Ruby PHP .NET, FrontEnd Technologies: JavaScript HTML CSS React Angular Vue.js, BackEnd Technologies: Node.js Express.js Ruby on Rails Spring Django, Databases: SQL Server MySQL MongoDB PostgreSQL, Natural Language Processing (NLP), Cloud Services, Agile Development Methodologies, Analytical Skills, Communication Skills, Team Player, EVerify, Privacy Policy"
https://www.linkedin.com/jobs/view/senior-automation-test-engineer-with-security-clearance-at-clearancejobs-3776416771,"Agile, SAFe for Teams, ISTQB Test Automation Engineer, Agile Technical Tester, Implementing Test Process Improvement, Java, Angular, Gitlab, RHEL, JIRA, Confluence, Zephyr, Python, Agile methodologies, Agile project management, Software development life cycle management, Program/project management, Crossfunctional team, Agile software testing, Testdriven development, Software test planning, Software test automation, SIMP Project, Docker, GIT, Red Hat Enterprise Linux (RHEL), Suricata, Zeek, Kibana, Logstash, Elastic Search, Neo4J, PostgreSQL, DoD and/or Industry work experience in Space Systems Command, Experience with Cyber Operations Branch (SSC/SZYO) program office, DoD Secret Clearance, Top Secret (TS) security clearance"
https://uk.linkedin.com/jobs/view/locum-paediatric-sonographer-at-your-world-recruitment-group-3787490996,"HCPC, NHS, healthcare, compliance, payroll, recruitment"
https://www.linkedin.com/jobs/view/onsite-work-need-sap-developer-in-scottsdale-az-at-steneral-consulting-3775713913,"SAP, ABAP, HANA, Fiori, ALE, MM, PP, SD, FI, SAPscript, Smart Forms, User Exits, Web Dynpro, Node.js, OData, RESTful API's, HANA Studio, WebIDE, HANA Views, Attribute Views, Analytical Views, Calc Views, HANA XS, SAP UI5, XSJS, CDS, Communication Skills, Leadership Skills, Time Management Skills, Ability to Work Independently, Ability to Work in a Team, Ability to Work Under Pressure, Ability to Meet Deadlines, Ability to Maintain Confidentiality, Ability to Treat Others with Respect, Ability to Uphold Company Values, Ability to Adjust to Changing Requirements, CanDo Attitude, ProblemSolving Skills, SAP HANA Technical Concepts, SAP HANA Architecture, Data Modelling, JSbased Backend Services"
https://www.linkedin.com/jobs/view/rn-case-management-at-host-healthcare-inc-3806799474,"Nursing, Travel Nursing, Healthcare, Customer Service, Communication, Teamwork, ProblemSolving, Time Management, Organization, Attention to Detail, Compassion, Empathy, Flexibility, Adaptability, Initiative, SelfMotivation, Strong Work Ethic, Ability to Work Independently and as Part of a Team, Ability to Handle Stressful Situations, Ability to Meet Deadlines, Ability to Work Long Hours, Ability to Travel, Licensure and Certification Reimbursement, Paid Private Fully Furnished PetFriendly Housing, Dedicated Recruiter and 24/7 Customer Care Line, Per Diem Allowance and Paid Travel"
https://uk.linkedin.com/jobs/view/property-manager-at-selwood-ltd-3801469647,"Property management, Facilities management, Health and safety, Project management, Leadership, Team development, Communication, Interpersonal skills, Data analysis, Process management, RICS, CIOB, IWFM, Microsoft Office Suite, Rental lease management, Acquisition and disposal of branch locations, Preventative maintenance, Service contract management, Budget management, Invoicing, Financial queries, SHEQ compliance, IT literacy, Data analysis, Written and verbal communication, Presentation skills, Travel, UK driving license, Professional qualification"
https://www.linkedin.com/jobs/view/01564-store-manager-at-sally-beauty-3806800232,"Leadership, Sales management, Customer service, Retail sales, Operations management, Financial management, Performance management, Cosmetology, Microsoft Office Suite, Ability to lift up to 25 lbs, Ability to work around moving parts carts or machines, Ability to work in a fastpaced environment, Ability to work independently and as part of a team, Ability to work under pressure, Ability to meet deadlines, Ability to communicate effectively with customers and coworkers, Ability to stay uptodate on the latest trends in hair and beauty"
https://ca.linkedin.com/jobs/view/rolling-stock-technical-project-manager-at-system-one-3806747745,"Engineering Design Coordination, Project Management, PMP Certification, Mechatronics, Manufacturing, Tender Management, Railway Rolling Stock Design, Project Planning, Risk Management, Rail Vehicle Systems, Mechanical Engineering, Electrical Engineering, Industrial Engineering, Manufacturing Engineering, Leadership, Technical Skills, Documentation, Validation, Verification, Compliance, Communication, Agile, W2 Annual Salary, Performance Bonus, 401K Plan, Medical/Dental/Vision/Rx Plans, Paid Time Off, Relocation Assistance, Bachelor's or Master's Degree"
https://www.linkedin.com/jobs/view/sr-data-center-engineer-at-dice-3805946452,"Data Center Engineering, Network Architecture, Network Design, Network Configuration, Network Testing, Network Integration, Network Security, Network Troubleshooting, Cisco ACI, Nexus Dashboard, VxLAN Fabric, Nexus 7k 9k FEX, CCNA/CCNP/CCIE, Public Cloud Certifications, Network Architecture Experience, Network Centric Mode, Application Centric Mode, Spine and Leaf Architecture, Data Center Networking, BGP, ISIS, VRFs, QoS, MPLS, Segment Routing, Connectivity to HighSpeed Public Internet Facilities, Highly Available Network Architectures, Failover, Redundant Configurations, SoftwareDefined Networking, Traffic Engineering, Network Configuration Automation, Perl, Python, Bash"
https://ca.linkedin.com/jobs/view/consultant-en-int%C3%A9gration-technique-dayforce-at-bdo-canada-3755320625,"Ceridian Dayforce, Data Conversion Tools/Process, XML/XSLT, HCM Implementation, SQL, Data Integration, ETLV, Relational Databases, Project Management, Client Relations, Communication, Collaboration, Organizational Skills"
https://www.linkedin.com/jobs/view/packaging-technician-at-cargill-3807752212,"Forklifts, Loaders, Mixers, Batching, Mills, Grinders, Packing, Weighing, Palletizers, Personal protective equipment (PPE), Computer systems, Basic computer skills, English (verbal/written), High school diploma/GED, Productionrelated work experience"
https://www.linkedin.com/jobs/view/attorney-at-bcg-attorney-search-3618858006,"Estate Planning, Contract Review, Mediation, Legal Writing, Legal Research, Communication Skills, Negotiation Skills, Attention to Detail, Analytical Skills, ProblemSolving Skills, Time Management Skills, Organizational Skills, Pro Bono Work, Estate Tax Planning, Estate Administration, Estate Litigation, Trust Administration, Trust Litigation, Guardianship, Conservatorship, Probate, Elder Law, Special Needs Planning, Charitable Planning, Business Succession Planning, Real Estate Planning, Family Law"
https://www.linkedin.com/jobs/view/staff-rn-at-saint-clare-s-health-3789525300,"Registered Nurse, Nursing, Patient Care, Med/Surg/Telemetry Unit, Cardiac Monitoring, BLS, ACLS, Ventilator Management, Acute Care, BSN"
https://www.linkedin.com/jobs/view/crna-at-allina-health-3770823469,"CRNA, Nurse Anesthetist, Anesthesia, Preanesthesia assessment, Patient evaluation, Informed consent, Surgical events, PeriAnesthetic support, Clinical Support, Peripheral catheters, Arterial catheters, CPR, Ventilator care, Patient outcomes, Work organization, Peer resource, Charge responsibilities, Precepting, Mentoring, Improvement processes, Bachelor's degree, Nursing program, Master's degree, Nurse Anesthetist program, Working as Certified Registered Nurse Anesthetist, Registered Nurse, ACLS/BLS Tier 2Advanced Cardiac Life Support, PALS  Pediatric Advance Life Support, Medium Work, Lifting weight, Ortho, ENT, GYN, General, Endoscopy, Podiatry, Urology, Ophthalmology, Typical schedule, Weekend call rotation, Unrestricted call"
https://www.linkedin.com/jobs/view/rn-med-surg-at-jobot-3804687709,"RN License, Colorado RN License, BLS from the American Heart Association, Nursing Diploma, Associates Degree in Nursing, Bachelors Degree in Nursing, Graduate of an accredited School of Nursing, Nursing skills, Knowledge base specific to specialty, Physical Requirements  Medium Work"
https://www.linkedin.com/jobs/view/sales-consultant-part-time-at-carmax-3804451735,"Sales, Customer service, Retail sales experience, Listening skills, Customer focus, Selfmotivation, Training, Teamwork, Goal oriented"
https://www.linkedin.com/jobs/view/project-engineer-at-insight-global-3807717579,"Project Engineer, ERP Systems, MS Office, Solidworks, CIMs, Lean, Root Cause Analysis, Root Cause Failure Analysis, TQM, SPC, Six Sigma, IPC standards, ANSI standards, GD&T standards including ISO/ANSI 9001 ANSI/ASME Y14.1 ANSI/NFPA 79, Electrical circuits, C/C++/.net, LabVIEW, Visual Basic, PLC programming, Project management principles, Assembly procedures, Test methods, Statistical techniques, Data analysis, Defect reviews, Kaizen events, Process enhancement, Quality improvement, Cycle time reduction, Cost reduction, Process validations (IQ/OQ/PQ), Engineering Change Order documentation, Hologic's Quality Management system, Manufacturing documentation, Design for Manufacturability, Design for Assembly"
https://www.linkedin.com/jobs/view/systems-integrator-at-arcfield-3786761107,"Systems Integration, Technical Support, Stakeholder Engagement, Program Governance, Data Strategy, Data Governance, Data Stewardship, Data Architecture, Data Standards, Metadata Management, Software Development Life Cycle, Systems Design, Interfaces, Data Repositories, Scrum Master, Specifications, Standards, Problem Solving, Input/Output Parameters, Hardware, Software, Computer Science, Information Systems, Engineering, Business, Scientific Discipline, Bachelor's Degree, Education Requirements"
